Expr Log Ratio,Expr False Discovery Rate (q-value),ID,Flags,Symbol,Entrez Gene Name,Location,Type(s),Drug(s)
 , ,Htr5a, ,HTR5A,5-hydroxytryptamine receptor 5A,Plasma Membrane,G-protein coupled receptor,asenapine
1.007, ,Htr5b, ,Htr5b,5-hydroxytryptamine (serotonin) receptor 5B,Plasma Membrane,G-protein coupled receptor, 
-0.586, ,Htr6, ,HTR6,5-hydroxytryptamine receptor 6,Plasma Membrane,G-protein coupled receptor,"iloperidone, asenapine, WAY-181187, olanzapine, sertindole"
0.607, ,Htr7, ,HTR7,5-hydroxytryptamine receptor 7,Plasma Membrane,G-protein coupled receptor,"iloperidone, asenapine, sultopride, lurasidone, vortioxetine, brexpiprazole, eletriptan, almotriptan, amoxapine, fenfluramine, methysergide, ergotamine"
-0.05,0.991,Htra1, ,HTRA1,HtrA serine peptidase 1,Extracellular Space,peptidase, 
-0.001,0.998,Htra2, ,HTRA2,HtrA serine peptidase 2,Cytoplasm,peptidase, 
-0.633,0.886,Htra3, ,HTRA3,HtrA serine peptidase 3,Extracellular Space,peptidase, 
-1.239,0.686,Htra4, ,HTRA4,HtrA serine peptidase 4,Other,peptidase, 
-0.06,0.899,Htt, ,HTT,huntingtin,Cytoplasm,transcription regulator, 
-0.026,0.979,Hunk, ,HUNK,hormonally up-regulated Neu-associated kinase,Cytoplasm,kinase, 
0.012,0.989,Hus1, ,HUS1,HUS1 checkpoint clamp component,Nucleus,kinase, 
0.118,0.97,Hus1b, ,HUS1B,HUS1 checkpoint clamp component B,Other,other, 
0.066,0.901,Huwe1, ,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",Nucleus,transcription regulator, 
0.562,0.0505,Hvcn1, ,HVCN1,hydrogen voltage gated channel 1,Plasma Membrane,ion channel, 
-0.143,0.929,Hyal1, ,HYAL1,hyaluronoglucosaminidase 1,Cytoplasm,enzyme,"hyaluronic acid, hylan, diclofenac/hyaluronic acid"
0.126,0.827,Hyal2, ,HYAL2,hyaluronoglucosaminidase 2,Cytoplasm,enzyme,"hyaluronic acid, hylan, diclofenac/hyaluronic acid"
0.212,0.913,Hyal3, ,HYAL3,hyaluronoglucosaminidase 3,Cytoplasm,enzyme,"hyaluronic acid, hylan, diclofenac/hyaluronic acid"
 , ,Hyal4, ,HYAL4,hyaluronoglucosaminidase 4,Plasma Membrane,enzyme,"hyaluronic acid, hylan, diclofenac/hyaluronic acid"
-1.829, ,Hyal6, ,Hyal6,hyaluronoglucosaminidase 6,Other,other, 
0.049,0.996,Hydin, ,HYDIN,"HYDIN, axonemal central pair apparatus protein",Cytoplasm,other, 
-0.163,0.715,Hyi, ,Hyi,hydroxypyruvate isomerase (putative),Other,enzyme, 
0.083,0.915,Hyls1, ,HYLS1,"HYLS1, centriolar and ciliogenesis associated",Nucleus,other, 
0.18,0.692,Hyou1, ,HYOU1,hypoxia up-regulated 1,Cytoplasm,other, 
1.322, ,I0C0044D17Rik, ,I0C0044D17Rik,RIKEN cDNA I0C0044D17 gene,Other,other, 
-0.098,0.884,Iah1, ,IAH1,isoamyl acetate hydrolyzing esterase 1 (putative),Cytoplasm,other, 
-0.228,0.942,Iapp, ,IAPP,islet amyloid polypeptide,Extracellular Space,other, 
0.219,0.159,Iars, ,IARS,isoleucyl-tRNA synthetase,Cytoplasm,enzyme, 
-0.105,0.734,Iars2, ,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial",Cytoplasm,enzyme, 
 , ,Ibsp, ,IBSP,integrin binding sialoprotein,Extracellular Space,other, 
0.016,0.979,Ibtk, ,IBTK,inhibitor of Bruton tyrosine kinase,Cytoplasm,other, 
-0.039,0.966,Ica1, ,ICA1,islet cell autoantigen 1,Cytoplasm,other, 
-0.625,0.0879,Ica1l, ,ICA1L,islet cell autoantigen 1 like,Cytoplasm,other, 
0.985,0.0916,Icam1, ,ICAM1,intercellular adhesion molecule 1,Plasma Membrane,transmembrane receptor, 
0.262,0.967,Icam2, ,ICAM2,intercellular adhesion molecule 2,Plasma Membrane,other, 
 , ,Icam4, ,ICAM4,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),Plasma Membrane,other, 
-0.79, ,Icam5, ,ICAM5,intercellular adhesion molecule 5,Plasma Membrane,other, 
0.022,0.979,BC018507, ,ICE1,interactor of little elongation complex ELL subunit 1,Nucleus,other, 
-0.02,0.982,Ick, ,ICK,intestinal cell kinase,Cytoplasm,kinase, 
-0.093,0.835,Icmt, ,ICMT,isoprenylcysteine carboxyl methyltransferase,Cytoplasm,enzyme, 
2.447,0.0947,Icos, ,ICOS,inducible T cell costimulator,Plasma Membrane,transmembrane receptor, 
0.216,0.65,Icosl, ,ICOSLG/LOC102723996,inducible T cell costimulator ligand,Plasma Membrane,other, 
0.419,0.0133,Id1, ,ID1,"inhibitor of DNA binding 1, HLH protein",Nucleus,transcription regulator, 
0.179,0.663,Id2, ,ID2,inhibitor of DNA binding 2,Nucleus,transcription regulator, 
0.261,0.276,Id3, ,ID3,"inhibitor of DNA binding 3, HLH protein",Nucleus,transcription regulator, 
-0.349,0.588,Id4, ,ID4,"inhibitor of DNA binding 4, HLH protein",Nucleus,transcription regulator, 
0.185,0.856,Ide, ,IDE,insulin degrading enzyme,Extracellular Space,peptidase,bacitracin
-0.124,0.882,Idh1, ,IDH1,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic",Cytoplasm,enzyme,"ivosidenib, FT-2102, BAY1436032, IDH1 inhibitor"
0.002,0.997,Idh2, ,IDH2,"isocitrate dehydrogenase (NADP(+)) 2, mitochondrial",Cytoplasm,enzyme,enasidenib
0.186,0.46,Idh3a, ,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha,Cytoplasm,enzyme, 
-0.037,0.963,Idh3b, ,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta,Cytoplasm,enzyme, 
0.015,0.982,Idh3g, ,IDH3G,isocitrate dehydrogenase 3 (NAD(+)) gamma,Cytoplasm,enzyme, 
0.29,0.55,Idi1, ,IDI1,isopentenyl-diphosphate delta isomerase 1,Cytoplasm,enzyme, 
-0.027,0.997,Idi2, ,Idi2,isopentenyl-diphosphate delta isomerase 2,Cytoplasm,enzyme, 
0.844,0.0126,Ido1, ,IDO1,"indoleamine 2,3-dioxygenase 1",Cytoplasm,enzyme,"1-methyl-D-tryptophan, epacadostat, NLG919, KHK2455, PF-06840003, LY3381916"
0.009,0.998,Ido2, ,IDO2,"indoleamine 2,3-dioxygenase 2",Cytoplasm,enzyme, 
0.387,0.111,Ids, ,IDS,iduronate 2-sulfatase,Cytoplasm,enzyme, 
-0.136,0.86,Idua, ,IDUA,"iduronidase, alpha-L-",Cytoplasm,enzyme, 
0.407,0.0587,Ier2, ,IER2,immediate early response 2,Cytoplasm,transcription regulator, 
0.131,0.953,Ier3, ,IER3,immediate early response 3,Cytoplasm,other, 
0.033,0.964,Ier3ip1, ,IER3IP1,immediate early response 3 interacting protein 1,Cytoplasm,other, 
0.025,0.97,Ier5, ,IER5,immediate early response 5,Other,other, 
-0.294,0.874,Ier5l, ,IER5L,immediate early response 5 like,Other,other, 
0.719,0.51,Iffo1, ,IFFO1,intermediate filament family orphan 1,Other,other, 
-0.13,0.791,Iffo2, ,IFFO2,intermediate filament family orphan 2,Other,other, 
1.238,0.0285,Ifi203,D,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator, 
0.905,0.255,Mndal,D,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator, 
2.958, ,AI607873,D,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator, 
1.639, ,BC094916,D,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator, 
1.232, ,Ifi204,D,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator, 
-2.335, ,Ifi205,D,IFI16,interferon gamma inducible protein 16,Nucleus,transcription regulator, 
-0.984, ,Ifi202b, ,Ifi202b,interferon activated gene 202B,Nucleus,other, 
-0.187,0.788,Ifi27l2b,D,Ifi27l2a/Ifi27l2b,"interferon, alpha-inducible protein 27 like 2A",Other,other, 
-0.782,0.83,Ifi27l2a,D,Ifi27l2a/Ifi27l2b,"interferon, alpha-inducible protein 27 like 2A",Other,other, 
0.044,0.949,Ifi30, ,IFI30,"IFI30, lysosomal thiol reductase",Cytoplasm,enzyme, 
0.028,0.982,Ifi35, ,IFI35,interferon induced protein 35,Nucleus,other, 
1.018,0.0231,Ifi44, ,IFI44,interferon induced protein 44,Cytoplasm,other, 
0.939,1.96E-15,Ifi47, ,Ifi47,interferon gamma inducible protein 47,Cytoplasm,other, 
0.053,0.931,Ifih1, ,IFIH1,interferon induced with helicase C domain 1,Nucleus,enzyme, 
-0.27,0.805,Ifit1, ,IFIT1B,interferon induced protein with tetratricopeptide repeats 1B,Cytoplasm,other, 
0.049,0.975,Ifit2, ,IFIT2,interferon induced protein with tetratricopeptide repeats 2,Cytoplasm,other, 
-0.652,0.6,Ifit3, ,IFIT3,interferon induced protein with tetratricopeptide repeats 3,Cytoplasm,other, 
1.17,0.415,Ifitm1, ,Ifitm1,interferon induced transmembrane protein 1,Other,other, 
0.343,0.0372,Ifitm2, ,IFITM2,interferon induced transmembrane protein 2,Cytoplasm,other, 
2.06,1.55E-70,Ifitm3, ,IFITM3,interferon induced transmembrane protein 3,Plasma Membrane,other, 
0.011,0.996,Ifitm5, ,IFITM5,interferon induced transmembrane protein 5,Plasma Membrane,other, 
0.257, ,Ifitm6, ,Ifitm6,interferon induced transmembrane protein 6,Other,other, 
 , ,Ifitm7, ,Ifitm7,interferon induced transmembrane protein 7,Other,other, 
 , ,Ifna1, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna11, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna12, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
-0.492, ,Ifna13, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna14, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna2, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna4, ,Ifna4,interferon alpha 4,Extracellular Space,other, 
-0.984, ,Ifna5, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna6, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna7, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
 , ,Ifna9, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
1.275, ,Ifnab, ,IFNA4,interferon alpha 4,Extracellular Space,cytokine, 
-0.008,0.987,Ifnar1, ,IFNAR1,interferon alpha and beta receptor subunit 1,Plasma Membrane,transmembrane receptor,"interferon alfacon-1, PEG-interferon alfa-2a, interferon beta-1a, recombinant interferon, PEG-interferon alfa-2a/telaprevir, pegintron/ribavirin, interferon alfa-n1, PEG-interferon alfa-2a/ribavirin, IFNA2, hydroxyurea/recombinant interferon, imatinib/nilotinib/pegintron, cladribine/peginterferon alfa-2a, nitazoxanide/peginterferon alfa-2a/ribavirin, interferon alfacon-1/ribavirin, bevacizumab/IFNA2A, pegintron, cytarabine/recombinant interferon, cladribine/recombinant interferon, pentostatin/recombinant interferon, IFNA2B/ribavirin, interferon beta-1b"
-0.197,0.793,Ifnar2, ,IFNAR2,interferon alpha and beta receptor subunit 2,Plasma Membrane,transmembrane receptor,"interferon alfacon-1, PEG-interferon alfa-2a, interferon beta-1a, recombinant interferon, pegintron/ribavirin, interferon alfa-n1, PEG-interferon alfa-2a/ribavirin, IFNA2, hydroxyurea/recombinant interferon, imatinib/nilotinib/pegintron, cladribine/peginterferon alfa-2a, nitazoxanide/peginterferon alfa-2a/ribavirin, interferon alfacon-1/ribavirin, bevacizumab/IFNA2A, pegintron, cytarabine/recombinant interferon, cladribine/recombinant interferon, pentostatin/recombinant interferon, IFNA2B/ribavirin, interferon beta-1b"
 , ,Ifnb1, ,IFNB1,interferon beta 1,Extracellular Space,cytokine, 
-0.984, ,Ifne, ,IFNE,interferon epsilon,Extracellular Space,cytokine, 
2.695, ,Ifng, ,IFNG,interferon gamma,Extracellular Space,cytokine, 
-0.065,0.893,Ifngr1, ,IFNGR1,interferon gamma receptor 1,Plasma Membrane,transmembrane receptor,interferon gamma-1b
-0.031,0.965,Ifngr2, ,IFNGR2,interferon gamma receptor 2,Plasma Membrane,transmembrane receptor,interferon gamma-1b
-0.379,0.564,Ifnk, ,IFNK,interferon kappa,Extracellular Space,cytokine, 
 , ,Gm13271, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
-1.758, ,Gm13272, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13275, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13276, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13277, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13278, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13279, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
-0.201, ,Gm13283, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13285, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
-0.984, ,Gm13287, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
0.459, ,Gm13288, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13289, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
 , ,Gm13290, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
-0.984, ,Ifnz, ,Ifnz (includes others),interferon zeta,Other,cytokine, 
-0.126,0.778,Ifrd1, ,IFRD1,interferon related developmental regulator 1,Nucleus,other, 
0.047,0.95,Ifrd2, ,IFRD2,interferon related developmental regulator 2,Nucleus,other, 
-0.347,0.35,Ift122, ,IFT122,intraflagellar transport 122,Nucleus,other, 
0.086,0.913,Ift140, ,IFT140,intraflagellar transport 140,Extracellular Space,other, 
-0.027,0.971,Ift172, ,IFT172,intraflagellar transport 172,Extracellular Space,other, 
-0.139,0.796,Ift20, ,IFT20,intraflagellar transport 20,Cytoplasm,other, 
0.474,0.238,Ift27, ,IFT27,intraflagellar transport 27,Extracellular Space,enzyme, 
-0.132,0.78,Ift46, ,IFT46,intraflagellar transport 46,Cytoplasm,other, 
0.184,0.706,Ift52, ,IFT52,intraflagellar transport 52,Cytoplasm,other, 
-0.601,0.865,Ift57, ,IFT57,intraflagellar transport 57,Cytoplasm,other, 
0.064,0.956,Ift74, ,IFT74,intraflagellar transport 74,Cytoplasm,other, 
0.012,0.99,Ift80, ,IFT80,intraflagellar transport 80,Extracellular Space,other, 
0.057,0.97,Ift81, ,IFT81,intraflagellar transport 81,Extracellular Space,other, 
-0.158,0.634,Ift88, ,IFT88,intraflagellar transport 88,Cytoplasm,other, 
-0.199,0.297,Igbp1, ,IGBP1,immunoglobulin binding protein 1,Cytoplasm,phosphatase, 
 , ,Igbp1b, ,Igbp1b,immunoglobulin (CD79A) binding protein 1b,Cytoplasm,other, 
1.497, ,Igdcc3, ,IGDCC3,immunoglobulin superfamily DCC subclass member 3,Other,other, 
-0.666,0.123,Igdcc4, ,IGDCC4,immunoglobulin superfamily DCC subclass member 4,Plasma Membrane,other, 
0.55,0.936,Igf1, ,IGF1,insulin like growth factor 1,Extracellular Space,growth factor,BI 836845
-0.202,0.641,Igf1r, ,IGF1R,insulin like growth factor 1 receptor,Plasma Membrane,transmembrane receptor,"picropodophyllin, linsitinib, cixutumumab, ganitumab, AVE1642, BMS-754807, XL228, BIIB022, IGF1, dalotuzumab, ceritinib, brigatinib, [I-124]-CPD-1028, MM-141, IGF-methotrexate conjugate, PL225B, KW-2450, IGF-1R inhibitor"
0.054,0.985,Igf2, ,IGF2,insulin like growth factor 2,Extracellular Space,growth factor,BI 836845
-0.784, ,Igf2bp1, ,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1,Cytoplasm,translation regulator, 
0.036,0.953,Igf2bp2, ,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,Cytoplasm,translation regulator, 
-0.469,0.282,Igf2bp3, ,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,Cytoplasm,translation regulator, 
-0.164,0.404,Igf2r, ,IGF2R,insulin like growth factor 2 receptor,Plasma Membrane,transmembrane receptor, 
-0.339,0.778,Igfals, ,IGFALS,insulin like growth factor binding protein acid labile subunit,Extracellular Space,other, 
-1.356, ,Igfbp1, ,IGFBP1,insulin like growth factor binding protein 1,Extracellular Space,other, 
-0.811,0.804,Igfbp2, ,IGFBP2,insulin like growth factor binding protein 2,Extracellular Space,other, 
-0.85,0.242,Igfbp3, ,IGFBP3,insulin like growth factor binding protein 3,Extracellular Space,other, 
0.485,0.000826,Igfbp4, ,IGFBP4,insulin like growth factor binding protein 4,Extracellular Space,other, 
-0.31,0.926,Igfbp5, ,IGFBP5,insulin like growth factor binding protein 5,Extracellular Space,other, 
-0.502,0.878,Igfbp6, ,IGFBP6,insulin like growth factor binding protein 6,Extracellular Space,other, 
-0.085,0.982,Igfbp7, ,IGFBP7,insulin like growth factor binding protein 7,Extracellular Space,transporter, 
-0.245,0.97,Igfbpl1, ,IGFBPL1,insulin like growth factor binding protein like 1,Extracellular Space,other, 
 , ,Igfl3, ,IGFL3,IGF like family member 3,Extracellular Space,other, 
-1.606, ,Igfn1, ,IGFN1,immunoglobulin-like and fibronectin type III domain containing 1,Nucleus,other, 
3.564,0.196,Ighg2c, ,Ighg2c,immunoglobulin heavy constant gamma 2C,Extracellular Space,other, 
0.122,0.84,Ighmbp2, ,IGHMBP2,immunoglobulin mu binding protein 2,Nucleus,enzyme, 
 , ,Ighv1-73, ,Ighv1-73,immunoglobulin heavy variable 1-73,Other,other, 
 , ,Igkv1-115, ,Igkv1-115,immunoglobulin kappa variable 1-115,Other,other, 
0.459, ,Igkv4-69, ,Igkv4-69,immunoglobulin kappa variable 4-69,Other,other, 
 , ,Igkv4-71, ,Igkv4-71,immunoglobulin kappa chain variable 4-71,Other,other, 
0.788,0.532,Iglc2, ,Iglc2,immunoglobulin lambda constant 2,Other,other, 
0.255,0.949,Iglc3, ,Iglc3,immunoglobulin lambda constant 3,Other,other, 
-1.073, ,Igll1, ,IGLL1/IGLL5,immunoglobulin lambda like polypeptide 5,Plasma Membrane,other, 
0.255, ,Iglon5, ,IGLON5,IgLON family member 5,Other,other, 
-0.771, ,Igsf1, ,IGSF1,immunoglobulin superfamily member 1,Plasma Membrane,other, 
-0.521,0.901,Igsf10, ,IGSF10,immunoglobulin superfamily member 10,Extracellular Space,other, 
-0.373,0.922,Igsf11, ,IGSF11,immunoglobulin superfamily member 11,Plasma Membrane,other, 
1.464, ,Igsf21, ,IGSF21,immunoglobin superfamily member 21,Extracellular Space,other, 
0,1,Igsf3, ,IGSF3,immunoglobulin superfamily member 3,Plasma Membrane,other, 
-0.095,0.873,Igsf5, ,IGSF5,immunoglobulin superfamily member 5,Plasma Membrane,other, 
-0.025,0.985,Igsf6, ,IGSF6,immunoglobulin superfamily member 6,Plasma Membrane,transmembrane receptor, 
0.059,0.942,Igsf8, ,IGSF8,immunoglobulin superfamily member 8,Plasma Membrane,other, 
-0.064,0.953,Igsf9, ,IGSF9,immunoglobulin superfamily member 9,Plasma Membrane,other, 
0.189,0.726,Igsf9b, ,IGSF9B,immunoglobulin superfamily member 9B,Plasma Membrane,other, 
1.4,2.76E-10,Igtp, ,Igtp,interferon gamma induced GTPase,Cytoplasm,enzyme, 
-0.181,0.714,Ihh, ,IHH,indian hedgehog,Extracellular Space,enzyme, 
1.936,0.000438,Iigp1, ,Iigp1,interferon inducible GTPase 1,Extracellular Space,enzyme, 
0.086,0.776,Ik, ,IK,IK cytokine,Extracellular Space,cytokine, 
-0.055,0.964,Ikbip, ,IKBIP,IKBKB interacting protein,Cytoplasm,other, 
0.133,0.727,Ikbkb, ,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,Cytoplasm,kinase,"IKKbeta inhibitor, auranofin"
0.062,0.944,Ikbke, ,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,Cytoplasm,kinase, 
-0.029,0.962,Ikbkg, ,IKBKG,inhibitor of nuclear factor kappa B kinase subunit gamma,Nucleus,kinase, 
1.512,0.0000236,Ikzf1, ,IKZF1,IKAROS family zinc finger 1,Nucleus,transcription regulator, 
0.498,0.398,Ikzf2, ,IKZF2,IKAROS family zinc finger 2,Nucleus,transcription regulator, 
1.156,0.000679,Ikzf3, ,IKZF3,IKAROS family zinc finger 3,Nucleus,transcription regulator, 
0.149,0.968,Ikzf4, ,IKZF4,IKAROS family zinc finger 4,Nucleus,transcription regulator, 
0.054,0.947,Ikzf5, ,IKZF5,IKAROS family zinc finger 5,Nucleus,transcription regulator, 
0.584, ,Il10, ,IL10,interleukin 10,Extracellular Space,cytokine, 
0.947,0.461,Il10ra, ,IL10RA,interleukin 10 receptor subunit alpha,Plasma Membrane,transmembrane receptor, 
-0.052,0.924,Il10rb, ,IL10RB,interleukin 10 receptor subunit beta,Plasma Membrane,transmembrane receptor, 
-0.275,0.948,Il11, ,IL11,interleukin 11,Extracellular Space,cytokine, 
-0.6,0.16,Il11ra1,D,IL11RA,interleukin 11 receptor subunit alpha,Plasma Membrane,transmembrane receptor,"oprelvekin, BMTP11"
 , ,Gm13305,D,IL11RA,interleukin 11 receptor subunit alpha,Plasma Membrane,transmembrane receptor,"oprelvekin, BMTP11"
 , ,Gm2002,D,IL11RA,interleukin 11 receptor subunit alpha,Plasma Membrane,transmembrane receptor,"oprelvekin, BMTP11"
 , ,Il11ra2,D,IL11RA,interleukin 11 receptor subunit alpha,Plasma Membrane,transmembrane receptor,"oprelvekin, BMTP11"
-0.263, ,Il12a, ,IL12A,interleukin 12A,Extracellular Space,cytokine, 
1.816, ,Il12b, ,IL12B,interleukin 12B,Extracellular Space,cytokine,"ustekinumab, methotrexate/ustekinumab"
1.215,0.449,Il12rb1, ,IL12RB1,interleukin 12 receptor subunit beta 1,Plasma Membrane,transmembrane receptor, 
0.152,0.891,Il12rb2, ,IL12RB2,interleukin 12 receptor subunit beta 2,Plasma Membrane,transmembrane receptor, 
-0.984, ,Il13, ,IL13,interleukin 13,Extracellular Space,cytokine,tralokinumab
0.016,0.986,Il13ra1, ,IL13RA1,interleukin 13 receptor subunit alpha 1,Plasma Membrane,transmembrane receptor,cintredekin besudotox
0.459, ,Il13ra2, ,IL13RA2,interleukin 13 receptor subunit alpha 2,Plasma Membrane,transmembrane receptor,cintredekin besudotox
-0.269,0.65,Il15, ,IL15,interleukin 15,Extracellular Space,cytokine, 
0.132,0.731,Il15ra, ,IL15RA,interleukin 15 receptor subunit alpha,Plasma Membrane,transmembrane receptor, 
0.591,0.433,Il16, ,IL16,interleukin 16,Extracellular Space,cytokine, 
3.42, ,Il17a, ,IL17A,interleukin 17A,Extracellular Space,cytokine,"secukinumab, ixekizumab, CJM112, ABY-035, bimekizumab, methotrexate/secukinumab"
 , ,Il17b, ,IL17B,interleukin 17B,Extracellular Space,cytokine, 
0.181,0.975,Il17c, ,IL17C,interleukin 17C,Extracellular Space,cytokine, 
0.342,0.816,Il17d, ,IL17D,interleukin 17D,Extracellular Space,cytokine, 
1.323, ,Il17f, ,IL17F,interleukin 17F,Extracellular Space,cytokine,bimekizumab
-0.09,0.889,Il17ra, ,IL17RA,interleukin 17 receptor A,Plasma Membrane,transmembrane receptor,brodalumab
0.016,0.988,Il17rb, ,IL17RB,interleukin 17 receptor B,Plasma Membrane,transmembrane receptor, 
-0.008,0.994,Il17rc, ,IL17RC,interleukin 17 receptor C,Plasma Membrane,transmembrane receptor, 
0.038,0.968,Il17rd, ,IL17RD,interleukin 17 receptor D,Cytoplasm,other, 
-0.034,0.987,Il17re, ,IL17RE,interleukin 17 receptor E,Plasma Membrane,other, 
-0.247,0.928,Il18, ,IL18,interleukin 18,Extracellular Space,cytokine, 
0.07,0.953,Il18bp, ,IL18BP,interleukin 18 binding protein,Extracellular Space,other, 
0.4,0.692,Il18r1, ,IL18R1,interleukin 18 receptor 1,Plasma Membrane,transmembrane receptor, 
0.897,0.707,Il18rap, ,IL18RAP,interleukin 18 receptor accessory protein,Plasma Membrane,transmembrane receptor, 
0.459, ,Il19, ,IL19,interleukin 19,Extracellular Space,cytokine, 
-0.866,0.46,Il1a, ,IL1A,interleukin 1 alpha,Extracellular Space,cytokine, 
0.88,0.795,Il1b, ,IL1B,interleukin 1 beta,Extracellular Space,cytokine,"canakinumab, gevokizumab, canakinumab/INS, gallium nitrate"
